SourceIPAddress,DestinationIPAddress,SourcePort,DestinationPort,Protocol,PacketLength,PacketType,TrafficType,Alerts_Warnings,SeverityLevel,LogSource,AttackType
49.85.242.225,28.135.176.249,55397,17016,2,538,0,2,0,0,1,1
217.21.190.102,187.178.50.1,45571,25214,1,706,0,1,0,2,1,2
187.212.92.9,70.14.215.178,23368,57736,1,1289,1,0,0,0,1,2
94.31.115.170,114.32.68.116,56785,27669,2,1098,0,2,0,0,0,1
73.0.130.186,94.46.17.8,47252,14435,0,196,0,0,0,1,1,1
181.221.190.60,86.156.232.239,21974,41647,0,238,0,0,0,0,0,0
6.62.134.129,218.149.115.86,36931,57927,1,357,1,0,0,1,0,2
76.53.144.112,4.98.61.119,39701,8899,0,740,1,0,0,1,0,0
169.26.59.113,183.214.126.3,1258,54571,0,376,0,2,0,1,0,2
78.87.102.69,29.163.196.161,60301,2686,2,916,0,1,0,0,1,0
202.217.143.84,170.175.80.17,43426,33724,1,1003,1,2,0,2,1,1
67.159.234.74,141.233.213.150,52492,60296,2,435,1,1,0,2,0,1
38.215.108.28,8.244.55.242,2820,15183,0,693,0,2,0,2,0,2
55.135.105.31,109.5.201.17,15038,45745,1,144,0,0,0,2,0,2
155.45.98.241,61.47.203.187,2729,64116,2,290,1,1,0,0,1,0
138.145.197.52,65.211.234.79,2662,60574,1,417,1,2,0,0,0,2
90.18.9.10,222.154.18.217,28322,23708,2,484,1,1,0,0,1,0
144.152.22.112,45.108.198.245,53132,19277,1,897,1,1,0,2,1,0
103.158.171.90,186.247.218.33,36382,5980,0,208,1,1,0,0,1,2
91.28.186.214,62.82.189.194,31828,53169,2,1226,0,0,0,2,0,2
221.36.137.157,56.77.255.142,62317,55530,0,335,1,1,0,0,1,0
143.90.220.48,65.96.62.116,57633,38924,2,1348,1,1,0,0,0,2
203.47.205.238,175.99.153.190,18147,29578,1,584,0,0,0,0,0,1
85.60.156.183,200.164.251.129,3413,53829,0,1163,0,2,0,0,1,2
216.101.179.221,134.48.149.146,21155,2727,1,695,1,1,0,0,0,0
51.142.233.77,186.80.38.74,34896,12469,1,331,1,1,0,1,0,1
3.19.102.1,179.19.35.36,45811,5002,0,734,1,1,0,2,0,0
200.227.101.72,98.246.151.233,22318,38871,1,578,1,1,0,1,1,0
64.137.206.242,118.141.237.241,59079,60006,0,1423,0,2,0,1,0,1
16.68.46.102,13.154.35.49,5051,5485,1,259,1,1,0,2,1,1
69.80.153.251,212.175.65.211,20031,30476,2,821,1,2,0,0,1,0
121.40.70.203,177.160.29.71,62386,3880,2,188,0,1,0,0,0,2
199.22.174.102,19.34.20.59,24643,64139,1,123,1,1,0,0,1,1
108.47.7.206,56.91.115.217,64875,1324,2,1147,0,1,0,1,1,1
216.82.247.63,138.206.255.111,52112,52258,2,953,0,0,0,1,0,2
148.92.147.12,93.130.177.119,22616,27712,2,1268,1,2,0,1,1,2
157.42.252.132,219.76.191.125,22081,62199,0,816,0,2,0,0,0,0
8.30.248.50,139.91.98.217,30325,48367,0,1028,1,2,0,0,0,2
4.220.110.206,98.169.34.133,33135,35641,0,659,0,1,0,1,1,2
101.62.19.55,31.157.7.108,16625,9335,1,768,0,1,0,0,0,1
77.95.245.193,219.172.147.67,24276,24920,2,495,0,1,0,0,0,2
128.172.220.76,4.33.160.108,28020,32412,2,221,0,2,0,0,0,2
138.64.71.197,109.48.72.201,58887,45724,1,309,1,1,0,0,0,1
12.54.162.195,22.182.146.20,10105,3639,2,447,1,2,0,2,1,2
196.23.204.124,142.55.91.11,48699,22050,1,331,1,1,0,2,0,2
168.138.50.99,200.94.15.188,15675,25018,2,1112,1,0,0,1,0,2
120.17.186.185,99.58.215.130,8611,6099,0,1221,1,2,0,0,1,2
212.245.46.81,134.48.213.76,42851,34203,0,674,0,1,0,1,1,1
148.86.87.177,54.39.133.113,60914,3158,2,151,0,0,0,2,0,0
143.95.42.68,215.247.244.180,21104,9628,0,728,0,0,0,1,0,0
23.135.91.48,213.128.2.63,2473,22776,2,1364,0,1,0,2,0,2
109.201.205.23,202.47.165.196,53327,57176,2,1451,1,1,0,0,1,0
211.125.90.166,151.35.171.163,25624,3488,2,1485,0,2,0,2,1,0
189.251.50.54,154.133.26.227,3088,40607,0,858,0,2,0,2,0,1
156.138.82.184,205.31.100.26,46026,29323,1,715,0,0,0,1,0,2
125.222.216.98,217.121.43.71,22083,54789,2,1121,0,2,0,2,0,2
196.242.8.200,61.153.234.189,30454,3082,1,859,0,0,0,2,0,0
75.63.40.93,188.162.36.181,17577,53908,0,1483,0,2,0,1,1,1
210.125.107.84,29.76.56.94,52544,42375,1,211,0,1,0,2,1,1
53.100.186.232,105.56.190.89,32165,20075,2,186,1,2,0,0,1,1
116.214.234.44,154.251.79.196,35432,59720,2,162,0,1,0,2,0,2
200.243.114.50,80.226.100.89,61940,10189,0,1107,1,0,0,1,0,1
212.235.4.161,4.68.207.107,29761,57220,2,225,1,2,0,1,1,2
7.182.206.34,150.17.180.84,21796,41053,0,1387,0,2,0,0,0,0
205.57.249.7,219.248.245.112,36368,10539,2,1099,1,1,0,0,0,0
14.22.194.51,198.97.172.185,27686,47666,0,729,1,2,0,2,1,0
188.236.185.41,96.230.96.199,31556,37453,2,1275,0,0,0,1,0,0
150.82.19.236,117.101.33.55,58893,59937,1,410,1,0,0,1,1,1
190.142.128.146,118.2.41.3,35552,57165,0,918,1,0,0,1,1,2
125.53.163.177,158.21.214.111,24836,55816,2,590,1,0,0,0,0,0
77.177.42.95,2.231.59.10,38747,29769,0,1324,1,2,0,0,1,0
89.54.206.203,172.161.140.89,36296,37604,2,1124,0,0,0,0,1,2
156.160.23.132,150.118.181.89,56821,25448,0,1351,0,1,0,1,0,2
11.156.3.86,140.188.119.204,14597,63031,0,1283,1,2,0,1,0,0
132.16.41.62,125.143.148.38,10532,7236,2,690,0,2,0,2,1,1
203.247.2.62,60.214.206.100,2857,54133,1,1128,1,1,0,1,0,1
41.193.15.217,204.73.153.240,35919,58508,1,794,1,1,0,0,1,1
48.63.115.141,124.163.121.22,6408,38906,1,377,0,0,0,2,0,0
82.195.77.250,14.223.148.239,43807,61648,1,1454,1,0,0,2,1,0
63.139.117.110,185.10.197.105,18035,6891,1,322,0,2,0,0,0,0
164.244.186.2,80.102.173.104,56011,34646,1,284,1,0,0,1,1,1
196.113.114.47,74.235.67.205,48308,35220,0,816,1,0,0,0,1,0
3.234.100.33,138.222.24.205,65328,20328,0,1107,0,2,0,2,0,2
141.42.26.47,97.241.159.105,9832,22581,2,436,1,2,0,2,1,1
219.201.81.210,143.158.136.49,38578,37010,1,1370,1,1,0,2,0,0
146.189.245.14,187.255.101.158,1466,49221,0,141,0,1,0,1,1,0
142.255.242.116,199.130.119.136,46535,21441,1,652,1,1,0,1,0,1
57.102.27.102,209.170.92.250,42299,5674,1,436,0,2,0,2,0,2
149.14.104.151,30.233.161.156,39630,6302,2,1152,0,1,0,0,0,2
10.115.102.39,155.138.14.19,64476,29139,2,725,0,0,0,0,1,1
178.62.18.233,160.156.127.160,35214,27483,1,315,1,2,0,0,0,1
52.63.174.202,83.14.230.65,5654,43677,1,373,1,2,0,2,1,2
221.166.131.151,27.236.171.211,15007,5293,2,954,1,0,0,2,1,0
65.63.48.33,118.246.38.228,37385,25278,0,567,1,0,0,0,1,0
173.78.99.118,173.239.91.71,62056,13837,2,249,0,0,0,2,0,0
47.36.218.103,211.228.26.194,26099,52439,2,125,0,2,0,1,1,0
4.151.90.83,79.190.29.237,25559,6370,2,616,0,1,0,0,1,2
21.95.88.25,154.106.112.119,23409,20059,2,1059,0,2,0,2,0,1
186.39.231.203,109.57.136.169,46667,7126,2,753,0,1,0,1,1,1
62.143.38.0,81.122.230.244,8022,52974,2,694,1,1,0,2,1,2
149.198.6.61,221.224.109.223,35170,43755,1,885,0,1,0,2,1,2
54.65.103.4,112.9.140.55,35386,25405,0,721,1,2,0,1,1,2
35.139.15.113,59.225.95.129,11607,40655,1,1034,0,2,0,0,0,1
211.34.202.159,198.94.152.238,11651,1943,2,166,1,0,0,2,0,0
193.117.37.48,116.248.134.87,5416,43015,2,1014,0,2,0,1,1,0
97.169.247.19,96.202.119.0,11082,10434,0,1249,1,0,0,0,1,2
49.161.249.181,129.131.199.51,11338,11492,0,1035,0,1,0,1,0,0
174.236.219.162,194.199.226.221,10367,38693,1,1355,0,0,0,1,0,0
183.217.186.214,198.55.247.121,22674,14233,0,397,1,0,0,1,1,0
101.207.231.38,1.137.161.90,34225,52371,1,478,1,2,0,0,1,1
172.79.43.84,130.202.79.244,56290,5202,1,585,1,1,0,2,0,2
64.123.39.57,119.199.39.158,4107,56134,2,906,1,2,0,2,1,1
34.220.47.135,84.121.110.150,22950,57558,0,431,0,1,0,2,0,1
65.41.109.10,93.136.229.115,65201,10712,0,135,1,2,0,2,0,2
92.226.143.82,210.113.35.23,18207,62626,0,610,0,0,0,2,0,1
207.116.116.30,5.120.54.158,46366,38068,0,529,0,1,0,2,1,2
146.249.93.46,111.49.225.190,14694,61625,2,1435,0,0,0,1,1,0
43.204.96.254,185.177.235.246,2873,52953,0,1490,0,2,0,0,0,2
222.160.184.38,19.181.145.202,37618,31412,0,909,0,0,0,1,1,1
180.207.214.86,27.96.235.98,49078,61952,2,1144,1,1,0,0,1,0
91.112.82.95,35.201.161.43,26105,11143,0,1245,1,1,0,2,1,0
223.253.255.151,95.31.97.84,53358,64947,0,1168,0,1,0,1,1,1
35.215.78.41,18.88.10.38,61653,55417,1,1084,1,2,0,0,1,0
101.255.149.241,176.230.9.129,48562,32723,2,1305,0,2,0,0,1,0
211.101.11.239,140.113.198.63,24641,40738,1,1173,0,0,0,1,0,0
198.126.39.177,160.178.96.114,50484,43870,0,1480,1,0,0,0,1,1
34.236.191.231,7.41.55.253,25018,3118,2,1326,1,1,0,2,0,2
71.17.63.162,168.61.32.61,41787,19325,0,263,0,1,0,0,0,1
76.159.53.3,79.155.86.222,20034,53983,1,616,1,2,0,2,1,1
90.242.120.105,91.234.230.114,38025,4960,0,554,1,1,0,1,0,2
32.92.127.250,87.169.66.74,44538,60325,0,1252,0,2,0,1,1,0
87.24.114.131,125.254.30.206,16067,24652,0,136,0,1,0,0,0,0
103.121.19.195,142.249.107.145,57660,35873,2,328,1,0,0,1,0,1
73.17.18.243,124.84.248.32,11727,2784,2,1159,1,1,0,1,1,2
196.225.203.112,83.58.183.77,48749,16753,2,1214,1,2,0,0,0,2
31.209.62.102,61.21.237.87,9531,62349,1,656,1,1,0,2,0,2
117.186.72.109,172.110.230.225,59445,22935,2,735,0,2,0,1,0,0
80.37.184.25,65.126.100.171,10540,55977,1,598,0,1,0,1,1,2
50.194.235.129,42.124.251.144,52984,34851,0,1201,0,0,0,0,1,1
57.59.48.253,191.77.240.195,58344,44206,0,115,0,2,0,1,1,2
109.188.72.114,114.36.240.187,61306,7643,0,67,1,2,0,1,0,1
72.178.136.64,172.5.168.60,28981,53632,0,1424,1,2,0,1,1,1
174.94.100.214,167.103.71.181,9692,57951,2,985,0,2,0,2,1,0
101.241.106.9,165.129.134.72,15540,16094,0,1002,0,2,0,2,0,0
10.62.148.113,23.234.174.248,8148,62719,2,1053,1,1,0,1,0,0
215.243.29.33,68.100.214.214,9411,8264,0,136,0,2,0,1,0,1
212.15.137.82,223.102.80.169,63335,37601,2,291,1,1,0,1,1,2
199.106.83.151,44.200.169.126,45896,17857,0,1465,0,1,0,1,1,2
3.82.62.159,34.174.130.74,22814,55057,0,1069,1,1,0,0,0,2
220.209.242.230,65.136.177.59,65090,29613,1,457,1,2,0,0,0,1
148.197.137.12,12.229.63.227,15347,11153,0,726,1,0,0,0,0,0
184.75.106.230,98.174.250.201,33119,27486,2,348,1,1,0,1,1,2
163.202.95.0,147.193.58.78,17643,56076,0,1309,0,2,0,1,0,0
74.25.101.27,196.237.46.194,21580,20558,1,952,0,1,0,2,1,1
175.76.81.86,217.235.243.182,13242,28205,2,1451,0,1,0,0,1,2
114.16.196.99,206.17.91.230,51739,36449,2,1027,1,1,0,0,0,2
150.208.174.75,201.58.139.66,9183,5484,0,1360,0,2,0,0,1,2
158.202.24.200,223.167.230.118,24492,46665,0,1233,0,0,0,0,0,2
4.90.197.249,78.126.135.61,42781,40622,0,213,0,2,0,1,0,2
2.168.40.39,82.188.105.132,27420,22550,2,241,0,1,0,1,0,0
178.57.52.151,160.242.89.208,51769,15666,1,695,0,1,0,2,0,1
122.115.145.135,85.28.190.210,2733,9590,1,241,1,2,0,1,1,0
137.50.80.88,156.134.106.163,27271,30550,1,614,0,2,0,2,0,2
80.205.196.146,77.238.18.212,55494,10372,1,715,0,0,0,2,0,2
155.134.7.102,175.40.170.58,3552,8360,2,407,1,0,0,2,1,2
160.181.120.201,168.62.78.238,3828,17550,2,409,1,2,0,0,1,2
161.132.60.82,68.15.226.98,17670,38409,2,145,0,2,0,2,1,1
17.101.176.116,188.97.134.216,41747,55979,0,522,0,1,0,1,0,2
134.96.145.61,12.153.190.13,1147,6140,2,110,1,2,0,2,0,0
8.174.3.112,207.179.108.247,62174,23832,1,1497,1,2,0,0,1,1
9.67.233.218,163.19.198.24,5408,64835,1,1249,1,2,0,1,0,1
146.163.206.159,153.200.213.209,11471,61298,0,1061,0,0,0,2,0,0
109.19.141.36,162.215.239.138,23937,37435,2,1362,1,2,0,2,1,1
172.184.124.189,72.46.223.114,9313,16424,0,249,0,0,0,0,1,1
159.193.220.188,91.199.160.195,54620,29215,0,840,0,2,0,2,0,0
199.46.235.169,17.50.120.43,9070,11900,0,226,0,0,0,2,1,2
211.98.229.23,105.60.89.8,41836,14250,2,277,1,2,0,1,1,1
180.117.5.109,77.178.13.122,27115,43550,0,1204,1,2,0,2,0,1
135.18.183.117,111.75.245.194,62919,33446,0,252,0,2,0,2,1,0
27.148.239.152,156.182.154.172,4237,60501,2,1500,1,2,0,0,0,2
182.8.172.13,73.168.66.242,18070,20426,1,195,0,2,0,2,1,0
194.89.104.167,135.228.184.142,58494,26456,2,138,0,1,0,0,0,0
164.30.214.30,15.91.39.181,29802,22330,2,180,1,1,0,0,1,1
142.219.54.16,139.14.42.119,62276,33780,2,944,1,0,0,1,0,2
174.143.53.83,5.147.135.107,57586,57630,2,518,1,1,0,1,0,1
137.120.94.51,29.159.226.62,2563,23472,0,1366,1,2,0,0,0,2
150.69.110.182,16.255.65.37,52409,28013,2,456,1,2,0,2,0,1
167.159.176.113,199.169.163.101,36784,61480,0,1161,1,2,0,2,1,0
114.52.210.204,28.72.247.134,58234,39612,1,485,0,0,0,1,1,0
142.88.243.72,19.219.211.62,54470,22508,2,213,1,1,0,0,1,0
145.255.104.139,193.121.161.48,39370,42050,1,1256,0,2,0,0,1,2
33.207.86.122,157.196.18.128,51670,63239,0,465,0,2,0,0,1,2
20.20.68.143,174.235.243.208,45057,52733,1,1056,1,1,0,1,0,2
105.207.99.248,106.249.76.79,56413,8903,1,765,0,1,0,1,0,1
66.104.177.50,34.252.178.195,63050,15612,1,284,0,1,0,1,1,2
179.114.3.47,99.182.83.255,8226,65455,1,287,1,1,0,0,0,0
202.18.88.10,89.144.239.239,9149,10172,0,1069,1,1,0,0,0,0
54.188.79.18,84.93.94.78,22235,2754,2,399,1,1,0,1,0,0
153.64.200.137,142.64.51.52,2060,21594,2,1019,1,1,0,1,1,0
6.64.45.113,90.69.223.138,60900,4529,1,1142,0,0,0,1,1,0
119.121.173.34,55.183.38.137,22181,44251,0,591,1,1,0,0,0,2
41.37.163.100,210.137.120.222,6617,51123,0,164,1,0,0,0,0,0
200.61.157.220,203.79.246.105,23289,28659,1,1254,0,0,0,2,0,2
38.218.6.143,195.196.244.238,9090,39009,1,1319,0,1,0,0,1,1
176.84.9.206,188.191.6.27,12532,44202,2,180,0,2,0,1,0,0
106.8.213.211,204.130.26.97,13029,33491,0,888,0,2,0,2,0,0
40.32.127.175,193.14.158.168,4971,16212,2,348,0,2,0,1,1,0
133.176.167.137,96.59.1.10,23642,33422,0,600,1,2,0,2,0,0
102.231.221.122,142.166.222.2,56270,43595,0,903,0,1,0,1,1,2
199.23.118.49,147.3.188.167,45037,14420,2,1350,1,1,0,0,0,2
219.38.86.24,180.72.2.187,45511,18450,1,1205,0,2,0,1,0,1
17.10.137.3,102.108.170.64,12812,1296,0,959,1,0,0,2,0,2
152.127.219.2,9.62.152.142,16255,15000,2,238,1,1,0,0,0,1
160.205.232.43,46.253.8.43,58582,55549,2,252,1,2,0,2,0,1
15.41.23.185,183.167.68.216,13225,55686,1,1312,0,0,0,2,1,1
157.201.13.222,64.25.194.16,64861,47445,2,1048,0,1,0,2,1,2
204.221.189.51,77.222.193.249,16280,9928,0,904,1,0,0,2,0,0
213.206.149.110,6.149.249.91,48507,8386,1,387,1,2,0,0,0,2
54.115.225.228,93.167.148.253,12140,47222,1,1263,0,2,0,1,0,1
68.101.157.248,139.19.48.28,43786,21915,1,1010,0,0,0,1,0,2
171.107.50.41,155.172.58.161,1369,2749,0,1169,1,2,0,1,1,2
132.142.154.66,215.81.216.22,42930,1838,0,1098,1,0,0,2,0,2
33.78.215.241,9.133.25.79,23878,12057,0,470,1,2,0,1,1,2
209.102.228.190,198.42.116.70,24381,14141,2,371,0,2,0,1,1,2
39.221.113.22,208.212.14.217,28125,61614,2,244,1,2,0,2,1,2
195.12.27.193,154.19.81.179,6824,10041,0,1427,1,1,0,1,1,0
157.92.18.226,210.176.177.98,28929,34505,0,1165,1,0,0,1,1,1
33.173.93.79,187.236.47.51,8417,25475,1,587,1,2,0,0,0,0
164.139.1.184,52.158.21.89,40854,39777,1,487,1,2,0,1,1,0
61.37.55.136,139.15.170.205,3753,15829,2,1187,1,0,0,2,1,0
170.242.8.91,187.144.93.208,51100,7052,2,294,1,2,0,2,1,1
144.225.251.199,62.221.82.3,20495,42937,2,1490,1,0,0,2,0,2
171.74.23.173,65.73.98.49,14920,11016,1,328,0,1,0,0,1,1
53.244.112.247,38.25.197.111,44234,44505,0,803,0,0,0,2,0,2
41.86.227.197,68.206.53.246,23184,32499,2,983,1,2,0,1,1,1
124.121.109.241,102.149.191.101,33834,18357,1,1391,1,2,0,2,0,0
91.168.247.180,32.162.67.239,47555,15407,0,1256,1,1,0,2,1,2
84.157.107.218,147.56.22.104,27557,14444,2,696,0,0,0,2,0,0
16.83.219.169,3.79.215.192,10131,43216,0,558,0,1,0,2,0,2
190.58.237.114,153.202.104.34,50199,20332,1,335,0,0,0,0,1,0
91.116.23.209,54.235.72.5,53128,44992,1,392,0,0,0,0,0,1
185.103.87.32,123.248.244.7,28611,25414,2,409,0,1,0,2,0,0
73.58.72.56,122.45.13.26,11397,20070,1,1148,0,1,0,1,0,1
197.97.6.83,154.113.52.163,11270,33171,2,534,1,0,0,1,0,2
31.68.142.39,4.114.141.255,26543,65396,2,712,1,1,0,0,1,2
80.66.186.160,15.133.103.172,5064,45269,2,746,1,0,0,1,1,1
132.114.0.197,79.41.49.125,2501,7205,0,1354,0,1,0,0,0,2
184.118.129.135,16.114.12.137,25737,61751,2,224,1,1,0,2,1,1
62.72.60.78,41.178.133.178,13402,30147,0,528,0,0,0,2,1,2
94.253.99.149,10.217.182.125,17589,32103,0,231,0,1,0,0,1,0
15.107.125.54,3.216.251.176,26685,23529,1,1152,1,1,0,0,1,1
139.5.181.194,199.203.192.35,62449,53150,1,325,0,1,0,0,0,0
125.185.162.17,19.104.164.16,3531,52702,2,419,0,0,0,0,0,2
172.175.68.53,192.19.163.242,24151,29420,1,269,1,1,0,1,0,1
156.135.108.179,102.124.6.244,1867,1683,0,191,1,1,0,1,1,1
158.239.142.133,87.159.8.18,10597,24255,0,1246,0,2,0,0,1,0
111.37.129.58,210.6.196.234,29157,62729,1,1188,0,2,0,0,0,1
141.196.230.59,162.15.92.177,61498,49075,1,1093,1,1,0,0,1,1
8.9.115.0,20.124.107.38,30041,22754,2,568,0,1,0,1,0,0
176.78.88.250,129.81.31.237,13632,61673,1,708,0,0,0,1,1,1
215.244.119.194,142.187.226.150,58689,53273,2,561,1,2,0,0,0,1
219.205.178.247,87.242.168.234,65183,27163,2,1069,1,2,0,2,1,2
210.190.197.101,17.155.19.157,13595,47902,0,888,0,2,0,0,1,0
15.240.175.221,25.164.92.140,53578,41931,2,591,0,0,0,0,0,0
92.230.155.158,158.231.226.10,32578,35915,2,708,1,2,0,0,0,1
106.9.194.125,209.55.203.51,45711,10407,2,1323,1,1,0,0,0,1
40.139.68.73,50.28.162.220,10518,47280,0,499,0,1,0,2,1,2
71.226.75.212,218.185.130.156,13618,19215,0,321,0,2,0,1,0,1
219.5.156.214,10.152.166.37,51158,21604,0,710,0,0,0,1,0,2
51.114.102.213,68.171.121.246,55943,12144,2,1072,1,1,0,0,1,0
22.176.243.206,147.121.198.210,51791,8642,2,361,0,1,0,0,0,2
67.35.176.169,4.71.100.74,14054,17145,1,875,1,1,0,0,0,2
184.107.56.18,17.213.9.12,36501,63536,1,1487,0,0,0,0,1,2
84.224.6.249,11.239.244.180,29117,65099,0,1156,1,2,0,2,0,0
22.0.203.82,101.255.86.74,62485,6428,0,377,0,1,0,0,1,0
163.250.4.102,197.70.52.75,34998,39778,1,1273,1,1,0,0,0,1
38.66.145.115,3.219.35.63,10686,34883,2,328,0,1,0,0,0,0
46.250.195.15,94.249.124.139,62168,22117,2,1157,1,0,0,1,0,1
198.193.36.246,166.164.23.120,57065,53275,0,1120,0,2,0,2,0,0
219.107.255.235,178.116.223.209,40964,6189,1,1191,1,1,0,1,0,0
83.121.55.145,100.229.174.116,61359,32613,0,862,1,2,0,1,0,2
123.182.165.0,61.110.40.164,29969,42017,2,641,1,1,0,0,0,2
20.111.43.173,129.190.254.147,4336,34629,2,445,1,2,0,0,0,2
56.242.151.83,184.134.225.191,27431,8546,2,1130,0,1,0,2,0,0
8.128.3.110,145.68.217.79,39750,51318,0,830,1,2,0,1,0,2
74.34.5.5,141.124.58.179,41227,15224,0,107,1,2,0,0,1,2
123.96.200.221,179.102.75.84,52254,19920,1,1332,1,0,0,2,0,0
39.54.114.218,200.46.208.110,64494,17531,1,1177,1,1,0,0,1,2
194.178.44.146,16.133.94.46,17334,10835,2,862,0,2,0,0,1,0
116.104.61.65,7.211.182.56,32773,10136,0,885,1,1,0,1,1,0
25.53.189.163,11.142.144.82,61915,25612,0,336,1,1,0,2,1,2
88.121.129.59,24.200.26.126,31295,6351,2,1238,1,1,0,0,0,1
145.32.150.210,218.78.199.44,19714,48907,1,97,0,1,0,2,1,0
158.131.126.66,45.154.155.147,41117,54503,1,1022,1,2,0,0,0,1
162.185.202.158,55.45.249.87,42550,61136,1,81,1,2,0,2,1,1
39.107.44.102,57.230.192.160,26067,3052,0,1465,0,2,0,2,1,0
152.20.174.91,18.132.120.249,5934,26087,2,148,1,2,0,1,1,0
194.240.252.125,1.235.178.66,9090,55690,0,1005,1,0,0,0,0,1
188.91.248.174,149.46.241.134,59871,47829,2,1074,1,0,0,1,1,0
180.185.111.198,188.164.110.80,39850,28076,0,984,1,2,0,1,1,0
96.236.76.84,132.219.83.11,62983,12248,0,1422,1,2,0,2,1,1
167.75.75.189,40.91.188.6,16492,23314,0,1453,0,1,0,0,0,0
53.200.84.208,121.239.19.40,46677,41644,0,1107,1,2,0,2,1,0
73.244.91.135,155.214.109.161,40826,11747,2,367,0,0,0,1,0,1
59.245.170.127,146.109.100.199,42387,27207,1,841,0,0,0,0,0,2
213.130.148.119,216.56.109.251,26737,22885,2,984,0,2,0,1,1,1
203.113.183.238,44.227.145.30,4832,14459,0,1283,0,2,0,2,1,1
213.228.78.103,136.204.80.200,4669,19457,1,76,1,0,0,2,1,1
114.160.130.219,107.116.3.144,45425,58437,0,876,0,2,0,0,0,0
133.236.27.21,190.198.127.187,4096,13447,1,1173,1,1,0,2,0,1
49.152.199.82,86.137.190.220,27450,6040,0,194,0,1,0,2,0,0
33.137.201.59,3.236.66.15,45105,12383,1,101,1,2,0,2,1,0
88.114.233.196,49.200.102.114,14126,3944,0,1000,0,2,0,2,0,1
201.149.205.17,217.120.155.197,3071,62213,0,552,1,1,0,0,1,2
55.59.39.27,115.154.19.198,5052,43211,2,656,0,0,0,2,0,1
51.185.103.54,150.216.179.41,33428,57365,1,230,1,2,0,2,1,1
4.121.126.253,141.237.130.102,56603,13702,2,852,0,1,0,1,1,0
119.77.192.175,49.95.215.122,44444,14830,1,270,1,0,0,1,0,1
77.17.213.183,12.239.20.192,62252,11456,2,872,0,2,0,2,1,2
157.37.47.146,6.51.118.31,44104,31523,1,685,1,2,0,2,1,1
128.135.26.127,192.190.192.113,31575,21693,2,1036,0,2,0,0,1,2
67.11.45.154,145.131.94.222,55248,17257,0,1241,1,0,0,0,1,0
85.230.233.144,178.113.185.39,54269,13426,0,1337,1,2,0,1,0,0
188.245.1.19,204.90.114.176,23210,47010,2,415,1,0,0,0,1,1
196.127.192.233,117.39.251.9,60710,36983,0,1431,0,0,0,2,1,1
181.6.139.204,144.156.113.12,61468,3007,1,259,0,0,0,2,1,0
117.167.161.202,197.197.32.239,44291,17186,1,387,1,0,0,1,0,2
220.21.16.180,114.169.104.209,13130,33405,1,1417,0,0,0,1,0,0
213.94.116.147,175.32.120.116,47812,12053,2,911,0,2,0,2,1,1
124.39.230.57,123.212.57.210,15950,40674,2,470,1,0,0,1,1,2
124.220.126.174,57.97.122.50,32512,1406,2,618,1,0,0,2,0,2
156.75.49.35,93.146.48.70,54722,30354,2,552,1,1,0,1,1,0
135.9.30.30,30.0.217.199,32012,4485,1,1054,0,1,0,0,0,2
214.128.18.20,179.242.100.3,47569,42679,0,633,1,2,0,0,1,0
67.3.190.191,75.34.243.125,28168,12772,1,855,0,0,0,2,1,2
157.37.104.184,199.0.248.189,46316,48688,0,364,0,1,0,1,0,1
37.28.226.183,171.68.22.50,21496,64021,2,818,0,1,0,0,0,2
63.86.240.17,102.157.127.240,27266,36968,0,874,0,1,0,0,0,0
117.208.5.138,69.153.64.86,14721,38415,1,824,1,0,0,0,1,2
165.129.120.112,81.3.160.238,27755,21896,0,1382,1,1,0,1,0,1
131.224.12.52,144.164.129.252,59116,56827,0,893,0,2,0,1,0,0
190.129.173.238,57.228.152.130,9485,7474,2,1210,1,0,0,0,0,1
214.194.175.160,142.14.23.95,8173,19093,2,1494,0,1,0,2,1,0
119.17.135.148,195.121.221.162,10669,61035,2,1117,1,2,0,1,1,2
111.125.143.5,180.184.228.27,32500,29949,2,1235,1,0,0,2,0,0
72.91.48.86,10.52.25.244,24311,28167,0,1061,1,2,0,2,0,2
11.217.194.10,215.34.176.68,25395,32334,0,416,1,2,0,0,0,1
16.208.233.218,168.223.199.223,43386,25443,1,1323,0,2,0,1,1,0
2.87.97.1,50.240.206.62,56658,17602,2,1077,1,2,0,0,1,1
140.112.182.60,197.47.244.217,10287,42442,2,242,1,0,0,1,0,0
2.224.188.126,195.137.71.86,11286,33401,2,1199,0,2,0,0,0,1
116.142.76.233,146.104.213.83,39447,29041,0,1308,0,0,0,0,0,1
98.40.121.203,62.163.67.143,8166,15254,1,318,0,1,0,0,1,0
103.51.190.240,80.198.250.125,63256,51924,2,898,0,1,0,2,0,1
83.185.48.237,152.156.20.100,33559,1771,1,414,0,0,0,0,1,2
88.217.89.117,111.98.191.165,18499,37291,1,466,1,1,0,1,0,0
186.21.112.132,25.255.5.121,56588,19086,0,451,0,2,0,2,1,2
126.70.19.23,123.188.101.125,15516,3422,2,1288,0,0,0,0,0,2
123.85.240.212,138.114.221.214,44033,15451,1,1296,1,0,0,2,0,2
62.157.130.171,200.76.145.67,54447,10020,0,1453,0,1,0,1,0,0
106.84.113.167,67.145.26.207,55974,16377,2,535,1,1,0,0,0,0
124.132.93.112,19.224.247.241,17801,23076,0,563,1,0,0,0,0,0
